battery_id,cycle_index,Capacity,SoH_pct,ambient_temperature,cycle_position_norm,RUL_cycles,start_time
B0005,60,1.6945798601797897,91.27882263985315,24,0.35714285714285715,102,[2.0080e+03 5.0000e+00 1.0000e+00 2.3000e+01 1.0000e+01 1.5265e+01]
B0005,61,1.6849029086609286,90.75757205607076,24,0.3630952380952381,101,[2.0080e+03 5.0000e+00 2.0000e+00 3.0000e+00 5.3000e+01 3.4765e+01]
B0005,62,1.6744741591159715,90.19582574806932,24,0.36904761904761907,100,[2.0080e+03 5.0000e+00 2.0000e+00 8.0000e+00 4.4000e+01 4.0859e+01]
B0005,63,1.6745692479879102,90.20094772578231,24,0.375,99,[2.008e+03 5.000e+00 2.000e+00 1.300e+01 4.300e+01 5.093e+00]
B0005,64,1.663716375981405,89.61635599169331,24,0.38095238095238093,98,[2.0080e+03 5.0000e+00 2.0000e+00 1.9000e+01 7.0000e+00 4.8359e+01]
B0005,65,1.659013868748246,89.36305466681351,24,0.3869047619047619,97,[2.0080e+03 5.0000e+00 2.0000e+00 2.3000e+01 2.4000e+01 1.7687e+01]
B0005,66,1.6538540573335014,89.08512057704357,24,0.39285714285714285,96,[2008.       5.       3.       4.      13.       8.609]
B0005,67,1.642653782130131,88.48181591266643,24,0.39880952380952384,95,[2008.       5.       3.       9.      10.      19.812]
B0005,68,1.6378578430223698,88.22348186450749,24,0.40476190476190477,94,[2008.       5.       3.      14.       4.      34.187]
B0005,69,1.6327350407099108,87.94754127611388,24,0.4107142857142857,93,[2008.       5.       3.      18.      58.      13.468]
B0005,70,1.6277528915533617,87.67917699307696,24,0.4166666666666667,92,[2008.       5.       3.      23.      42.      30.093]
B0005,71,1.622125485521159,87.37605584239755,24,0.4226190476190476,91,[2008    5    4    4   41   40]
B0005,72,1.6113256603765849,86.79432148624367,24,0.42857142857142855,90,[2008.       5.       4.       9.      40.      11.906]
B0005,73,1.6065631397488385,86.53778753000239,24,0.43452380952380953,89,[2008.       5.       4.      14.      38.      13.359]
B0005,74,1.6015142233917594,86.26582682073706,24,0.44047619047619047,88,[2008.      5.      4.     19.     37.      7.89]
B0005,75,1.590369231400328,85.66549999565575,24,0.44642857142857145,87,[2008.       5.       5.       0.      35.      53.968]
B0005,76,1.5857889968242211,85.41878490754121,24,0.4523809523809524,86,[2008.       5.       5.       5.      28.      13.937]
B0005,77,1.5849430707374117,85.3732189598637,24,0.4583333333333333,85,[2008.     5.     5.    11.    41.    31.5]
B0005,78,1.5955263892495937,85.94329115068511,24,0.4642857142857143,84,[2008.       5.       5.      20.      40.       8.562]
B0005,79,1.5747301747801037,84.82309964083234,24,0.47023809523809523,83,[2.0080e+03 5.0000e+00 6.0000e+00 1.0000e+00 3.8000e+01 4.6265e+01]
B0005,80,1.5649019950937946,84.29370312695895,24,0.47619047619047616,82,[2008.       5.       6.       6.      37.       6.296]
B0005,81,1.5597659473370362,84.01704907053153,24,0.48214285714285715,81,[2008.       5.       6.      11.      25.      21.031]
B0005,82,1.5594815668184234,84.00173086716404,24,0.4880952380952381,80,[2008.       5.       6.      16.      23.      36.296]
B0005,83,1.55468935359061,83.74359751414075,24,0.49404761904761907,79,[2008.       5.       6.      21.      21.      49.265]
B0005,84,1.5488741079890418,83.43035835418966,24,0.5,78,[2.0080e+03 5.0000e+00 7.0000e+00 2.0000e+00 1.7000e+01 2.5156e+01]
B0005,85,1.538236598942558,82.85736718133293,24,0.5059523809523809,77,[2008.       5.       7.       7.       4.       2.109]
B0005,86,1.527914258251028,82.30135260370757,24,0.5119047619047619,76,[2.0080e+03 5.0000e+00 7.0000e+00 1.2000e+01 1.0000e+00 4.9906e+01]
B0005,87,1.5285252629756445,82.33426447360578,24,0.5178571428571429,75,[2008.       5.       7.      16.      59.      29.937]
B0005,88,1.522647325284378,82.01764839394089,24,0.5238095238095238,74,[2008.       5.       7.      21.      56.       9.656]
B0005,89,1.5174859938489869,81.73963242800902,24,0.5297619047619048,73,[2.0080e+03 5.0000e+00 8.0000e+00 2.0000e+00 5.3000e+01 4.9937e+01]
B0005,90,1.605818899130659,86.49769888680268,24,0.5357142857142857,72,[2008    5    9   12   25    7]
B0005,91,1.5638491446744425,84.23699116610504,24,0.5416666666666666,71,[2008.       5.       9.      20.      28.       9.734]
B0005,92,1.5480915247767786,83.38820438085877,24,0.5476190476190477,70,[2.008e+03 5.000e+00 1.000e+01 1.000e+00 2.100e+01 5.650e+01]
B0005,93,1.5323755631868592,82.5416615272049,24,0.5535714285714286,69,[2008    5   10    6   18   12]
B0005,94,1.5269528268489705,82.24956494324319,24,0.5595238095238095,68,[2008.       5.      10.      11.      16.       4.843]
B0005,95,1.5169573017136326,81.7111543392579,24,0.5654761904761905,67,[2008.       5.      10.      16.      11.      56.109]
B0005,96,1.511897596014269,81.43861246029738,24,0.5714285714285714,66,[2008.       5.      10.      21.       7.      54.625]
B0005,97,1.5065638960681105,81.15131183620761,24,0.5773809523809523,65,[2.0080e+03 5.0000e+00 1.1000e+01 2.0000e+00 5.0000e+00 2.1796e+01]
B0005,98,1.5015453526671363,80.88098717121404,24,0.5833333333333334,64,[2008.       5.      11.       6.      55.      27.734]
B0005,99,1.4908444050400238,80.30457886878685,24,0.5892857142857143,63,[2008.       5.      11.      11.      52.      47.187]
B0005,100,1.485868384561201,80.0365447079828,24,0.5952380952380952,62,[2008.       5.      11.      16.      49.      58.921]
B0005,101,1.480413677976106,79.74272604140162,24,0.6011904761904762,61,[2008.       5.      11.      21.      47.      12.843]
B0005,102,1.4752095869031632,79.46240682056633,24,0.6071428571428571,60,[2.0080e+03 5.0000e+00 1.2000e+01 2.0000e+00 3.6000e+01 5.8921e+01]
B0005,103,1.4859035988304024,80.0384415303801,24,0.6130952380952381,59,[2008.       5.      12.      12.      56.      34.781]
B0005,104,1.4960918298136696,80.58723226653156,24,0.6190476190476191,58,[2008.       5.      12.      18.      59.      59.453]
B0005,105,1.4808005946928984,79.76356737393388,24,0.625,57,[2008.       5.      12.      23.      53.      17.609]
B0005,106,1.4697543268466824,79.16855834115802,24,0.6309523809523809,56,[2008.       5.      13.       4.      35.      25.359]
B0005,107,1.4539012274845928,78.31462853887025,24,0.6369047619047619,55,[2008.       5.      13.       9.      24.       4.718]
B0005,108,1.454146206723569,78.32782438583529,24,0.6428571428571429,54,[2008.       5.      13.      14.      20.      24.937]
B0005,109,1.455023751906683,78.37509350133122,24,0.6488095238095238,53,[2008.       5.      13.      19.       4.      20.531]
B0005,110,1.449042163761236,78.05289427291895,24,0.6547619047619048,52,[2008.       5.      13.      23.      59.      26.015]
B0005,111,1.4386709371480566,77.49424644709049,24,0.6607142857142857,51,[2008.       5.      14.       4.      55.      57.453]
B0005,112,1.433445432156979,77.2127737620359,24,0.6666666666666666,50,[2008.       5.      14.       9.      52.      22.062]
B0005,113,1.4333958900838095,77.21010517012334,24,0.6726190476190477,49,[2008.       5.      14.      14.      35.      22.515]
B0005,114,1.42806487344776,76.92294908297355,24,0.6785714285714286,48,[2008.      5.     14.     19.     31.     39.39]
B0005,115,1.4229203181741186,76.64583676775118,24,0.6845238095238095,47,[2008.       5.      15.       0.      27.      55.625]
B0005,116,1.417429032731308,76.35004777498813,24,0.6904761904761905,46,[2008.      5.     15.      5.     24.      4.89]
B0005,117,1.412409228794446,76.07965521102183,24,0.6964285714285714,45,[2008.       5.      15.      10.      20.       3.875]
B0005,118,1.412578792940193,76.08878881159707,24,0.7023809523809523,44,[2008.       5.      15.      15.      10.      59.437]
B0005,119,1.4075983731469897,75.82051768100096,24,0.7083333333333334,43,[2008.      5.     15.     19.     56.     47.39]
B0005,120,1.4333920485221476,77.20989824377314,24,0.7142857142857143,42,[2008.       5.      16.      16.      54.      59.812]
B0005,121,1.4382550176792908,77.47184287655713,24,0.7202380952380952,41,[2008.       5.      16.      21.      37.      39.671]
B0005,122,1.4173547174485526,76.34604477007024,24,0.7261904761904762,40,[2.0080e+03 5.0000e+00 1.7000e+01 2.0000e+00 3.2000e+01 1.3968e+01]
B0005,123,1.406981663677643,75.7872985240904,24,0.7321428571428571,39,[2008.       5.      17.       7.      25.      19.906]
B0005,124,1.4012037783587623,75.4760717819057,24,0.7380952380952381,38,[2008.      5.     17.     12.     21.     15.89]
B0005,125,1.3967008232726328,75.23351936621819,24,0.7440476190476191,37,[2008.       5.      17.      17.      15.      37.281]
B0005,126,1.391284788852726,74.9417837821699,24,0.75,36,[2008.       5.      17.      22.      10.      51.218]
B0005,127,1.3862287677978349,74.66944037718939,24,0.7559523809523809,35,[2008.       5.      18.       3.       5.      19.265]
B0005,128,1.3804366761974138,74.357448411315,24,0.7619047619047619,34,[2008.       5.      18.       8.       0.      50.421]
B0005,129,1.3752364150256224,74.07733548873459,24,0.7678571428571429,33,[2008.       5.      18.      12.      44.      48.437]
B0005,130,1.3705128024895008,73.82289732324249,24,0.7738095238095238,32,[2008.       5.      18.      17.      36.      29.734]
B0005,131,1.37050855662704,73.82266861916331,24,0.7797619047619048,31,[2008.       5.      18.      22.      31.      45.515]
B0005,132,1.3647355108681518,73.51170256067292,24,0.7857142857142857,30,[2008.       5.      19.       3.      27.       7.765]
B0005,133,1.375392016895762,74.08571700903983,24,0.7916666666666666,29,[2008.       5.      19.      15.      34.      33.625]
B0005,134,1.3861115151535393,74.6631245442362,24,0.7976190476190477,28,[2008.       5.      19.      20.      59.      48.437]
B0005,135,1.369850003583894,73.78719555127385,24,0.8035714285714286,27,[2.0080e+03 5.0000e+00 2.0000e+01 1.0000e+00 1.6000e+01 4.2609e+01]
B0005,136,1.3647827949260758,73.5142495242232,24,0.8095238095238095,26,[2008.       5.      20.       6.      12.       6.265]
B0005,137,1.3543220466259964,72.95077959801873,24,0.8154761904761905,25,[2008.       5.      20.      11.       7.      23.453]
B0005,138,1.3546417018378962,72.96799787853683,24,0.8214285714285714,24,[2008.       5.      20.      15.      57.      27.312]
B0005,139,1.354703921319241,72.97134934112404,24,0.8273809523809523,23,[2008.       5.      20.      20.      50.      39.015]
B0005,140,1.349314997503458,72.68107407422197,24,0.8333333333333334,22,[2.0080e+03 5.0000e+00 2.1000e+01 1.0000e+00 3.9000e+01 3.8968e+01]
B0005,141,1.3441891937970554,72.40497181525038,24,0.8392857142857143,21,[2008.       5.      21.       6.      24.      27.281]
B0005,142,1.3389913790695755,72.12499067079483,24,0.8452380952380952,20,[2008.       5.      21.      11.      18.       6.015]
B0005,143,1.3389145230206971,72.12085080709221,24,0.8511904761904762,19,[2008.       5.      21.      16.      10.      21.203]
B0005,144,1.3340066759761655,71.85648881952922,24,0.8571428571428571,18,[2.008e+03 5.000e+00 2.100e+01 2.100e+01 2.000e+00 9.781e+00]
B0005,145,1.3286444309174914,71.56765060826297,24,0.8630952380952381,17,[2.0080e+03 5.0000e+00 2.2000e+01 1.0000e+00 4.2000e+01 5.9218e+01]
B0005,146,1.323170899227622,71.2728179243196,24,0.8690476190476191,16,[2008.       5.      22.       6.      32.      40.921]
B0005,147,1.3181691588445197,71.00339835664495,24,0.875,15,[2008.       5.      22.      11.      23.      22.187]
B0005,148,1.3184664436640334,71.01941165230105,24,0.8809523809523809,14,[2008.      5.     22.     16.     17.     58.89]
B0005,149,1.318293040102702,71.01007124097441,24,0.8869047619047619,13,[2008.       5.      22.      20.      59.      50.203]
B0005,150,1.323872422244268,71.3106055768929,24,0.8928571428571429,12,[2008.       5.      23.      12.      13.      16.359]
B0005,151,1.3601216766554785,73.26317762261327,24,0.8988095238095238,11,[2008.       5.      23.      20.      14.      29.875]
B0005,152,1.3395306867947354,72.15404057003532,24,0.9047619047619048,10,[2.0080e+03 5.0000e+00 2.4000e+01 1.0000e+00 9.0000e+00 2.1562e+01]
B0005,153,1.3290286565120697,71.58834698305495,24,0.9107142857142857,9,[2008.       5.      24.       6.       0.      20.156]
B0005,154,1.3236741274998955,71.29992439790139,24,0.9166666666666666,8,[2008.       5.      24.      10.      42.      50.484]
B0005,155,1.318633896753293,71.02843154047167,24,0.9226190476190477,7,[2008.       5.      24.      15.      31.      10.593]
B0005,156,1.3134751321324272,70.75055383642602,24,0.9285714285714286,6,[2008.       5.      24.      20.      21.      13.437]
B0005,157,1.3132020634442203,70.73584494666221,24,0.9345238095238095,5,[2.0080e+03 5.0000e+00 2.5000e+01 1.0000e+00 6.0000e+00 4.9828e+01]
B0005,158,1.3077959946944353,70.44464616507271,24,0.9404761904761905,4,[2008.      5.     25.      5.     57.     17.89]
B0005,159,1.3030329186405918,70.18808229071345,24,0.9464285714285714,3,[2008.       5.      25.      10.      51.      37.015]
B0005,160,1.3033573559038203,70.20555815721221,24,0.9523809523809523,2,[2008.      5.     25.     15.     37.      8.89]
B0005,161,1.3034100438655642,70.20839620292979,24,0.9583333333333334,1,[2008.       5.      25.      20.      23.       4.453]
B0005,162,1.2978870806495706,69.91090088170861,24,0.9642857142857143,0,[2.008e+03 5.000e+00 2.600e+01 1.000e+00 1.300e+01 2.796e+00]
B0005,163,1.2980735056918902,69.92094269724849,24,0.9702380952380952,0,[2.008e+03 5.000e+00 2.600e+01 6.000e+00 1.000e+00 8.171e+00]
B0005,164,1.293463613844243,69.67263011532884,24,0.9761904761904762,0,[2008.       5.      26.      10.      44.      38.468]
B0005,165,1.288003392619118,69.37851440175623,24,0.9821428571428571,0,[2008.       5.      26.      15.      30.      43.968]
B0005,166,1.2874525221379407,69.34884167276276,24,0.9880952380952381,0,[2008.       5.      26.      20.      21.       4.921]
B0005,167,1.3090153642307354,70.5103277055252,24,0.9940476190476191,0,[2008.       5.      27.      15.      52.      41.359]
B0005,168,1.3250793286429356,71.37561578838874,24,1.0,0,[2008.       5.      27.      20.      45.      42.125]
B0006,1,2.035337591005598,100.0,24,0.005952380952380952,101,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01]
B0006,2,2.025140246031412,99.49898508143076,24,0.011904761904761904,100,[2.0080e+03 4.0000e+00 2.0000e+00 1.9000e+01 4.3000e+01 4.8406e+01]
B0006,3,2.013326371345464,98.91854698908898,24,0.017857142857142856,99,[2.008e+03 4.000e+00 3.000e+00 0.000e+00 1.000e+00 6.687e+00]
B0006,4,2.0132846655407413,98.91649790372313,24,0.023809523809523808,98,[2008.       4.       3.       4.      16.      37.375]
B0006,5,2.000528337624771,98.28975529491258,24,0.02976190476190476,97,[2008.       4.       3.       8.      33.      25.703]
B0006,6,2.0138990759931645,98.9466850557287,24,0.03571428571428571,96,[2008.       4.       3.      12.      55.      10.687]
B0006,7,2.013101105626967,98.907479256665,24,0.041666666666666664,95,[2008.       4.       3.      17.      17.      16.015]
B0006,8,1.96878982627284,96.73038197560736,24,0.047619047619047616,94,[2008.       4.       3.      21.      28.      14.718]
B0006,9,1.9681661764334244,96.69974087497759,24,0.05357142857142857,93,[2.0080e+03 4.0000e+00 4.0000e+00 1.0000e+00 3.8000e+01 1.5218e+01]
B0006,10,1.9572307917560536,96.16246466459876,24,0.05952380952380952,92,[2008.       4.       4.       5.      48.       8.609]
B0006,11,1.9455991514129352,95.59098009149795,24,0.06547619047619048,91,[2008.       4.       4.       9.      57.      19.765]
B0006,12,1.934750504484113,95.05796547137972,24,0.07142857142857142,90,[2008.       4.       4.      17.      56.      27.609]
B0006,13,1.9232799539368028,94.49439554578115,24,0.07738095238095238,89,[2.0080e+03 4.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 5.4671e+01]
B0006,14,1.911889930948487,93.93478209204011,24,0.08333333333333333,88,[2.0080e+03 4.0000e+00 5.0000e+00 2.0000e+00 2.0000e+01 2.6703e+01]
B0006,15,1.9010667141979305,93.40301690486008,24,0.08928571428571429,87,[2.008e+03 4.000e+00 5.000e+00 6.000e+00 2.500e+01 1.890e+00]
B0006,16,1.8891989948061456,92.81993331989462,24,0.09523809523809523,86,[2008.       4.       5.      10.      30.      32.312]
B0006,17,1.878278372248849,92.2833824005014,24,0.10119047619047619,85,[2008.       4.       5.      14.      34.      41.468]
B0006,18,1.8675697161520208,91.75724579573613,24,0.10714285714285714,84,[2008.       4.       5.      18.      39.      25.218]
B0006,19,1.8675892574453767,91.75820589657847,24,0.1130952380952381,83,[2008.       4.       5.      22.      46.      35.484]
B0006,20,1.979626548250818,97.26281070025072,24,0.11904761904761904,82,[2008.       4.      18.      21.      10.      19.796]
B0006,21,1.9575499080884025,96.17814345585968,24,0.125,81,[2008    4   19    2   29    9]
B0006,22,1.9458150170787551,95.6015859814876,24,0.13095238095238096,80,[2008.       4.      19.       7.      47.      15.703]
B0006,23,1.9242461121680092,94.54186473396278,24,0.13690476190476192,79,[2.0080e+03 4.0000e+00 1.9000e+01 1.3000e+01 1.0000e+00 4.2562e+01]
B0006,24,1.945981133142164,95.60974757905957,24,0.14285714285714285,78,[2008.       4.      19.      18.      27.      29.828]
B0006,25,1.901407930553079,93.41978151219875,24,0.1488095238095238,77,[2008.       4.      19.      23.      41.      55.687]
B0006,26,1.878674213680085,92.3028308415357,24,0.15476190476190477,76,[2008.       4.      20.       4.      54.      41.734]
B0006,27,1.8683061328264217,91.79342734506018,24,0.16071428571428573,75,[2008.       4.      20.      10.      16.      28.859]
B0006,28,1.8560244070083,91.19000283836428,24,0.16666666666666666,74,[2008.       4.      20.      15.      37.       5.281]
B0006,29,1.8451997961855775,90.65816915777204,24,0.17261904761904762,73,[2008.       4.      20.      20.      50.      38.921]
B0006,30,1.857228890885317,91.24918141799353,24,0.17857142857142858,72,[2.008e+03 4.000e+00 2.100e+01 2.000e+00 1.500e+01 2.921e+00]
B0006,31,1.9247760889090637,94.56790349742869,24,0.18452380952380953,71,[2008.       4.      22.      15.      33.      49.875]
B0006,32,1.8822317526092551,92.47761948322794,24,0.19047619047619047,70,[2008.       4.      22.      20.      26.      18.921]
B0006,33,1.855276687885587,91.15326597829659,24,0.19642857142857142,69,[2.0080e+03 4.0000e+00 2.3000e+01 1.0000e+00 1.8000e+01 1.1796e+01]
B0006,34,1.839250891718188,90.36588818710268,24,0.20238095238095238,68,[2008.       4.      23.       6.      18.      19.921]
B0006,35,1.8185396073994429,89.34830346748316,24,0.20833333333333334,67,[2.008e+03 4.000e+00 2.300e+01 1.100e+01 8.000e+00 3.120e-01]
B0006,36,1.8134770059567056,89.09956824708976,24,0.21428571428571427,66,[2008.       4.      23.      16.       6.      25.171]
B0006,37,1.7971018450305436,88.29502550201761,24,0.22023809523809523,65,[2.0080e+03 4.0000e+00 2.3000e+01 2.1000e+01 2.0000e+00 5.8296e+01]
B0006,38,1.7810046294120476,87.50413873759919,24,0.2261904761904762,64,[2.008e+03 4.000e+00 2.400e+01 1.000e+00 5.100e+01 3.389e+01]
B0006,39,1.7710130422682329,87.01323309187394,24,0.23214285714285715,63,[2.008e+03 4.000e+00 2.400e+01 6.000e+00 5.000e+01 3.100e-02]
B0006,40,1.7604712448170945,86.4952945691579,24,0.23809523809523808,62,[2008.       4.      24.      11.      49.      24.281]
B0006,41,1.7502913788006589,85.99513842496731,24,0.24404761904761904,61,[2008.       4.      24.      16.      45.      56.015]
B0006,42,1.7394925037732578,85.46456919285944,24,0.25,60,[2008.       4.      24.      21.      38.      11.078]
B0006,43,1.7546766553637203,86.21059538809914,24,0.25595238095238093,59,[2008.       4.      25.      12.       3.      44.093]
B0006,44,1.7659390941842177,86.76394038945261,24,0.2619047619047619,58,[2008.       4.      25.      20.       3.      55.921]
B0006,45,1.7337887419624838,85.18433254632082,24,0.26785714285714285,57,[2.0080e+03 4.0000e+00 2.6000e+01 1.0000e+00 4.0000e+00 3.5718e+01]
B0006,46,1.713325912040734,84.17895486292434,24,0.27380952380952384,56,[2008.      4.     26.      5.     57.     35.14]
B0006,47,1.7024077813673466,83.64252637451848,24,0.27976190476190477,55,[2008.       4.      26.      10.      58.      25.843]
B0006,48,1.82371946178183,89.60279954741002,24,0.2857142857142857,54,[2008.       4.      29.      12.      15.      56.953]
